isoform	tau	group
ENSRNOT00000041585	0	7999
ENSRNOT00000015871	0	8000
ENSRNOT00000012409	0	8004
ENSRNOT00000015733	0	8011
ENSRNOT00000063974	0	8011
ENSRNOT00000015439	0	8012
ENSRNOT00000015732	0	8015
ENSRNOT00000065418	0	8022
ENSRNOT00000063898	0	8023
ENSRNOT00000001348	0	8024
ENSRNOT00000066846	0	8031
ENSRNOT00000065832	0	8036
ENSRNOT00000067026	0	8037
ENSRNOT00000065312	0	8038
ENSRNOT00000014680	0	8038
ENSRNOT00000050892	0	8039
ENSRNOT00000029710	0	8042
ENSRNOT00000066530	0	8043
ENSRNOT00000039623	0	8044
ENSRNOT00000020643	0	8047
ENSRNOT00000052339	0	8048
ENSRNOT00000065954	0	8050
ENSRNOT00000066039	0	8052
ENSRNOT00000048410	0	8056
ENSRNOT00000045386	0	8059
ENSRNOT00000051083	0	8060
ENSRNOT00000048634	0	8061
ENSRNOT00000046499	0	8063
ENSRNOT00000068780	0	8065
ENSRNOT00000067184	0	8066
ENSRNOT00000065084	0	8068
ENSRNOT00000040921	0	8071
ENSRNOT00000065563	0	8072
ENSRNOT00000068048	0	8074
ENSRNOT00000039970	0	8076
ENSRNOT00000039447	0	8077
ENSRNOT00000039044	0	8078
ENSRNOT00000051450	0	8079
ENSRNOT00000034886	0	8080
ENSRNOT00000042733	0	8082
ENSRNOT00000048484	0	8083
ENSRNOT00000043307	0	8084
ENSRNOT00000045225	0	8085
ENSRNOT00000068080	0	8088
ENSRNOT00000044460	0	8089
ENSRNOT00000065450	0	8097
ENSRNOT00000064126	0	8099
ENSRNOT00000022148	0	8101
ENSRNOT00000044934	0	8104
ENSRNOT00000045297	0	8106
ENSRNOT00000047512	0	8108
ENSRNOT00000043024	0	8109
ENSRNOT00000048921	0	8110
ENSRNOT00000050956	0	8111
ENSRNOT00000063874	0	8112
ENSRNOT00000037145	0	8112
ENSRNOT00000043430	0	8113
ENSRNOT00000065217	0	8114
ENSRNOT00000066360	0	8115
ENSRNOT00000036574	0	8119
ENSRNOT00000066225	0	8119
ENSRNOT00000068611	0	8119
ENSRNOT00000061956	0	8125
ENSRNOT00000022742	0	8128
ENSRNOT00000067202	0	8128
ENSRNOT00000064714	0	8128
ENSRNOT00000064609	0	8129
ENSRNOT00000022064	0	8129
ENSRNOT00000039387	0	8131
ENSRNOT00000042018	0	8132
ENSRNOT00000049385	0	8133
ENSRNOT00000046237	0	8137
ENSRNOT00000050087	0	8139
ENSRNOT00000064626	0	8143
ENSRNOT00000056912	0	8144
ENSRNOT00000022439	0	8145
ENSRNOT00000067306	0	8147
ENSRNOT00000056573	0	8150
ENSRNOT00000033591	0	8161
ENSRNOT00000008636	0	8162
ENSRNOT00000058983	0	8163
ENSRNOT00000041924	0	8163
ENSRNOT00000005933	0	8167
ENSRNOT00000040848	0	8172
ENSRNOT00000050409	0	8173
ENSRNOT00000067693	0	8185
ENSRNOT00000067837	0	8189
ENSRNOT00000064628	0	8190
ENSRNOT00000022093	0	8193
ENSRNOT00000038213	0	8196
ENSRNOT00000050937	0	8199
ENSRNOT00000042543	0	8200
ENSRNOT00000047687	0	8203
ENSRNOT00000052320	0	8204
ENSRNOT00000005953	0	8206
ENSRNOT00000044785	0	8207
ENSRNOT00000005923	0	8210
ENSRNOT00000051001	0	8211
ENSRNOT00000029752	0	8214
ENSRNOT00000006401	0	8215
ENSRNOT00000049248	0	8215
ENSRNOT00000067415	0	8217
ENSRNOT00000065939	0	8220
ENSRNOT00000065079	0	8223
ENSRNOT00000065147	0	8224
ENSRNOT00000065169	0	8226
ENSRNOT00000040402	0	8236
ENSRNOT00000040812	0	8238
ENSRNOT00000052368	0	8241
ENSRNOT00000060905	0	8242
ENSRNOT00000043290	0	8244
ENSRNOT00000006071	0	8248
ENSRNOT00000068704	0	8248
ENSRNOT00000064919	0	8249
ENSRNOT00000063949	0	8249
ENSRNOT00000066652	0	8253
ENSRNOT00000066725	0	8255
ENSRNOT00000059936	0	8258
ENSRNOT00000021999	0	8261
ENSRNOT00000067053	0	8264
ENSRNOT00000032671	0	8267
ENSRNOT00000038833	0	8268
ENSRNOT00000044242	0	8275
ENSRNOT00000064064	0	8276
ENSRNOT00000065370	0	8276
ENSRNOT00000045968	0	8276
ENSRNOT00000028974	0	8278
ENSRNOT00000040754	0	8280
ENSRNOT00000005899	0	8284
ENSRNOT00000051337	0	8285
ENSRNOT00000022105	0	8286
ENSRNOT00000022028	0	8287
ENSRNOT00000032633	0	8291
ENSRNOT00000037752	0	8292
ENSRNOT00000043268	0	8292
ENSRNOT00000048709	0	8301
ENSRNOT00000005886	0	8305
ENSRNOT00000049514	0	8306
ENSRNOT00000029314	0	8307
ENSRNOT00000005900	0	8307
ENSRNOT00000005871	0	8310
ENSRNOT00000022060	0	8311
ENSRNOT00000050639	0	8311
ENSRNOT00000064430	0	8311
ENSRNOT00000021971	0	8315
ENSRNOT00000041733	0	8317
ENSRNOT00000046109	0	8318
ENSRNOT00000047164	0	8319
ENSRNOT00000040820	0	8320
ENSRNOT00000005877	0	8321
ENSRNOT00000039745	0	8323
ENSRNOT00000066975	0	8323
ENSRNOT00000042531	0	8325
ENSRNOT00000005920	0	8329
ENSRNOT00000006219	0	8342
ENSRNOT00000021955	0	8347
ENSRNOT00000048952	0	8349
ENSRNOT00000037498	0	8351
ENSRNOT00000021974	0	8351
ENSRNOT00000006302	0	8366
ENSRNOT00000005882	0	8366
ENSRNOT00000006328	0	8366
ENSRNOT00000065317	0	8366
ENSRNOT00000064080	0	8366
ENSRNOT00000005948	0	8366
ENSRNOT00000006090	0	8366
ENSRNOT00000067458	0	8366
ENSRNOT00000005829	0	8374
ENSRNOT00000032783	0	8380
ENSRNOT00000012322	0	8383
ENSRNOT00000032176	0	8395
ENSRNOT00000037420	0	8396
ENSRNOT00000041551	0	8398
ENSRNOT00000012398	0	8401
ENSRNOT00000009940	0	8401
ENSRNOT00000015890	0	8405
ENSRNOT00000052054	0	8413
ENSRNOT00000036946	0	8416
ENSRNOT00000032112	0	8417
ENSRNOT00000057473	0	8419
ENSRNOT00000060222	0	8419
ENSRNOT00000012525	0	8419
ENSRNOT00000067120	0	8419
ENSRNOT00000064838	0	8419
ENSRNOT00000052243	0	8422
ENSRNOT00000042961	0	8422
ENSRNOT00000015977	0	8428
ENSRNOT00000065272	0	8428
ENSRNOT00000038563	0	8434
ENSRNOT00000059147	0	8435
ENSRNOT00000035590	0	8435
ENSRNOT00000012385	0	8437
ENSRNOT00000012408	0	8440
ENSRNOT00000034744	0	8448
ENSRNOT00000015395	0	8460
ENSRNOT00000015370	0	8464
ENSRNOT00000015369	0	8465
ENSRNOT00000015401	0	8466
ENSRNOT00000032109	0	8474
ENSRNOT00000032191	0	8476
ENSRNOT00000012289	0	8495
ENSRNOT00000016568	0	8498
ENSRNOT00000032698	0	8504
ENSRNOT00000012427	0	8510
ENSRNOT00000015583	0	8513
ENSRNOT00000043254	0	8513
ENSRNOT00000043011	0	8517
ENSRNOT00000052026	0	8518
ENSRNOT00000012234	0	8520
ENSRNOT00000012211	0	8522
ENSRNOT00000016142	0	8529
ENSRNOT00000015365	0	8530
ENSRNOT00000057026	0	8530
ENSRNOT00000012195	0	8531
ENSRNOT00000012452	0	8534
ENSRNOT00000012217	0	8537
ENSRNOT00000015725	0	8539
ENSRNOT00000015313	0	8545
ENSRNOT00000044006	0	8547
ENSRNOT00000066401	0	8547
ENSRNOT00000066263	0	8555
ENSRNOT00000066755	0	8556
ENSRNOT00000058379	0	8557
ENSRNOT00000041791	0	8559
ENSRNOT00000066313	0	8562
ENSRNOT00000048602	0	8564
ENSRNOT00000029298	0	8567
ENSRNOT00000064253	0	8569
ENSRNOT00000066016	0	8570
ENSRNOT00000043336	0	8573
ENSRNOT00000064058	0	8574
ENSRNOT00000033864	0	8575
ENSRNOT00000046555	0	8576
ENSRNOT00000034883	0	8580
ENSRNOT00000057165	0	8580
ENSRNOT00000064142	0	8582
ENSRNOT00000063872	0	8583
ENSRNOT00000065541	0	8584
ENSRNOT00000066285	0	8589
ENSRNOT00000065970	0	8590
ENSRNOT00000039294	0	8592
ENSRNOT00000045442	0	8600
ENSRNOT00000047834	0	8602
ENSRNOT00000057337	0	8606
ENSRNOT00000049636	0	8608
ENSRNOT00000066456	0	8609
ENSRNOT00000064055	0	8610
ENSRNOT00000066506	0	8611
ENSRNOT00000039292	0	8613
ENSRNOT00000036249	0	8615
ENSRNOT00000047008	0	8619
ENSRNOT00000047808	0	8620
ENSRNOT00000046253	0	8621
ENSRNOT00000044519	0	8623
ENSRNOT00000024434	0	8626
ENSRNOT00000068070	0	8630
ENSRNOT00000045317	0	8640
ENSRNOT00000022417	0	8640
ENSRNOT00000032489	0	8644
ENSRNOT00000033320	0	8645
ENSRNOT00000047949	0	8647
ENSRNOT00000031513	0	8649
ENSRNOT00000033247	0	8650
ENSRNOT00000044230	0	8651
ENSRNOT00000046763	0	8652
ENSRNOT00000039998	0	8653
ENSRNOT00000039690	0	8657
ENSRNOT00000068335	0	8658
ENSRNOT00000066284	0	8660
ENSRNOT00000022281	0	8662
ENSRNOT00000022051	0	8662
ENSRNOT00000052175	0	8669
ENSRNOT00000067982	0	8671
ENSRNOT00000031497	0	8679
ENSRNOT00000040049	0	8681
ENSRNOT00000029888	0	8683
ENSRNOT00000041127	0	8688
ENSRNOT00000043965	0	8689
ENSRNOT00000017367	0	8690
ENSRNOT00000068076	0	8691
ENSRNOT00000066173	0	8692
ENSRNOT00000065385	0	8693
ENSRNOT00000014567	0	8694
ENSRNOT00000034968	0	8696
ENSRNOT00000012960	0	8698
ENSRNOT00000011519	0	8701
ENSRNOT00000068263	0	8702
ENSRNOT00000009370	0	8707
ENSRNOT00000034994	0	8708
ENSRNOT00000031015	0	8709
ENSRNOT00000049780	0	8712
ENSRNOT00000047793	0	8714
ENSRNOT00000057813	0	8714
ENSRNOT00000057146	0	8716
ENSRNOT00000052223	0	8718
ENSRNOT00000040534	0	8720
ENSRNOT00000029694	0	8723
ENSRNOT00000005875	0	8726
ENSRNOT00000006007	0	8728
ENSRNOT00000066427	0	8731
ENSRNOT00000022046	0	8732
ENSRNOT00000067264	0	8733
ENSRNOT00000065717	0	8737
ENSRNOT00000034205	0	8744
ENSRNOT00000033961	0	8746
ENSRNOT00000032068	0	8747
ENSRNOT00000043882	0	8749
ENSRNOT00000049763	0	8750
ENSRNOT00000043054	0	8757
ENSRNOT00000056810	0	8760
ENSRNOT00000064936	0	8771
ENSRNOT00000021900	0	8772
ENSRNOT00000029482	0	8773
ENSRNOT00000060518	0	8775
ENSRNOT00000039222	0	8780
ENSRNOT00000030707	0	8781
ENSRNOT00000048030	0	8783
ENSRNOT00000041426	0	8783
ENSRNOT00000041367	0	8787
ENSRNOT00000005848	0	8788
ENSRNOT00000049794	0	8792
ENSRNOT00000068450	0	8795
ENSRNOT00000005866	0	8797
ENSRNOT00000066410	0	8799
ENSRNOT00000022307	0	8801
ENSRNOT00000022721	0	8802
ENSRNOT00000066957	0	8803
ENSRNOT00000068507	0	8805
ENSRNOT00000067461	0	8808
ENSRNOT00000022301	0	8810
ENSRNOT00000023564	0	8817
ENSRNOT00000068147	0	8818
ENSRNOT00000034161	0	8818
ENSRNOT00000064138	0	8818
ENSRNOT00000064050	0	8818
ENSRNOT00000068472	0	8818
ENSRNOT00000066317	0	8818
ENSRNOT00000021970	0	8827
ENSRNOT00000068262	0	8827
ENSRNOT00000033736	0	8834
ENSRNOT00000033711	0	8835
ENSRNOT00000043382	0	8837
ENSRNOT00000034660	0	8839
ENSRNOT00000045439	0	8840
ENSRNOT00000041536	0	8843
ENSRNOT00000040199	0	8845
ENSRNOT00000050510	0	8854
ENSRNOT00000047659	0	8855
ENSRNOT00000047839	0	8858
ENSRNOT00000042745	0	8860
ENSRNOT00000048241	0	8865
ENSRNOT00000005791	0	8867
ENSRNOT00000021919	0	8872
ENSRNOT00000065425	0	8872
ENSRNOT00000065208	0	8872
ENSRNOT00000022285	0	8873
ENSRNOT00000048470	0	8873
ENSRNOT00000006087	0	8878
ENSRNOT00000021982	0	8882
ENSRNOT00000021891	0	8882
ENSRNOT00000021912	0	8883
ENSRNOT00000061967	0	8883
ENSRNOT00000064124	0	8885
ENSRNOT00000021876	0	8885
ENSRNOT00000067372	0	8886
ENSRNOT00000021828	0	8886
ENSRNOT00000057051	0	8890
ENSRNOT00000005734	0	8893
ENSRNOT00000005844	0	8908
ENSRNOT00000031488	0	8912
ENSRNOT00000032062	0	8914
ENSRNOT00000032313	0	8918
ENSRNOT00000012657	0	8922
ENSRNOT00000032030	0	8928
ENSRNOT00000032016	0	8929
ENSRNOT00000039512	0	8930
ENSRNOT00000066517	0	8930
ENSRNOT00000012366	0	8932
ENSRNOT00000058953	0	8932
ENSRNOT00000058952	0	8932
ENSRNOT00000065838	0	8935
ENSRNOT00000012158	0	8935
ENSRNOT00000012156	0	8937
ENSRNOT00000014766	0	8943
ENSRNOT00000047532	0	8943
ENSRNOT00000040853	0	8943
ENSRNOT00000044858	0	8943
ENSRNOT00000040347	0	8943
ENSRNOT00000037744	0	8943
ENSRNOT00000052196	0	8943
ENSRNOT00000039319	0	8947
ENSRNOT00000058090	0	8950
ENSRNOT00000066197	0	8957
ENSRNOT00000013017	0	8957
ENSRNOT00000035348	0	8962
ENSRNOT00000029382	0	8964
ENSRNOT00000012135	0	8969
ENSRNOT00000039417	0	8974
ENSRNOT00000015252	0	8978
ENSRNOT00000015367	0	8979
ENSRNOT00000043421	0	8982
ENSRNOT00000030793	0	8983
ENSRNOT00000010970	0	8984
ENSRNOT00000067730	0	8984
ENSRNOT00000012304	0	8988
ENSRNOT00000015927	0	8996
ENSRNOT00000038520	0	9002
ENSRNOT00000046049	0	9005
ENSRNOT00000012148	0	9005
ENSRNOT00000045185	0	9005
ENSRNOT00000049183	0	9005
ENSRNOT00000039828	0	9005
ENSRNOT00000049663	0	9005
ENSRNOT00000012103	0	9011
ENSRNOT00000012110	0	9012
ENSRNOT00000015242	0	9013
ENSRNOT00000015584	0	9016
ENSRNOT00000056588	0	9018
ENSRNOT00000067827	0	9018
ENSRNOT00000015384	0	9018
ENSRNOT00000033233	0	9020
ENSRNOT00000012112	0	9024
ENSRNOT00000015888	0	9030
ENSRNOT00000052111	0	9030
ENSRNOT00000038393	0	9035
ENSRNOT00000031490	0	9037
ENSRNOT00000029566	0	9038
ENSRNOT00000012098	0	9042
ENSRNOT00000047870	0	9047
ENSRNOT00000055998	0	9048
ENSRNOT00000031425	0	9051
ENSRNOT00000005239	0	9053
ENSRNOT00000012170	0	9056
ENSRNOT00000012067	0	9059
ENSRNOT00000067346	0	9059
ENSRNOT00000015176	0	9067
ENSRNOT00000015307	0	9068
ENSRNOT00000012048	0	9072
ENSRNOT00000038242	0	9073
ENSRNOT00000064117	0	9090
ENSRNOT00000015195	0	9091
ENSRNOT00000067915	0	9092
ENSRNOT00000066343	0	9093
ENSRNOT00000064301	0	9094
ENSRNOT00000068752	0	9095
ENSRNOT00000044550	0	9096
ENSRNOT00000059414	0	9100
ENSRNOT00000063915	0	9103
ENSRNOT00000068610	0	9104
ENSRNOT00000068458	0	9105
ENSRNOT00000033652	0	9112
ENSRNOT00000032036	0	9113
ENSRNOT00000067043	0	9120
ENSRNOT00000051318	0	9121
ENSRNOT00000068166	0	9125
ENSRNOT00000031397	0	9126
ENSRNOT00000039107	0	9128
ENSRNOT00000066192	0	9140
ENSRNOT00000063845	0	9143
ENSRNOT00000065519	0	9144
ENSRNOT00000059983	0	9145
ENSRNOT00000055889	0	9148
ENSRNOT00000031181	0	9148
ENSRNOT00000032648	0	9152
ENSRNOT00000061852	0	9153
ENSRNOT00000041852	0	9156
ENSRNOT00000046226	0	9158
ENSRNOT00000064563	0	9161
ENSRNOT00000067112	0	9162
ENSRNOT00000030268	0	9165
ENSRNOT00000067402	0	9167
ENSRNOT00000045543	0	9169
ENSRNOT00000010085	0	9171
ENSRNOT00000021866	0	9175
ENSRNOT00000021808	0	9175
ENSRNOT00000032617	0	9176
ENSRNOT00000031745	0	9177
ENSRNOT00000042600	0	9180
ENSRNOT00000044214	0	9182
ENSRNOT00000061365	0	9182
ENSRNOT00000046587	0	9184
ENSRNOT00000061886	0	9185
ENSRNOT00000064211	0	9188
ENSRNOT00000043957	0	9192
ENSRNOT00000012293	0	9193
ENSRNOT00000021895	0	9194
ENSRNOT00000066469	0	9196
ENSRNOT00000021792	0	9197
ENSRNOT00000021918	0	9199
ENSRNOT00000045215	0	9206
ENSRNOT00000048861	0	9209
ENSRNOT00000050991	0	9215
ENSRNOT00000066883	0	9216
ENSRNOT00000057619	0	9219
ENSRNOT00000058248	0	9219
ENSRNOT00000068356	0	9220
ENSRNOT00000068585	0	9222
ENSRNOT00000022113	0	9224
ENSRNOT00000002135	0	9225
ENSRNOT00000017923	0	9227
ENSRNOT00000062086	0	9234
ENSRNOT00000044609	0	9236
ENSRNOT00000042081	0	9240
ENSRNOT00000006004	0	9241
ENSRNOT00000005731	0	9242
ENSRNOT00000042834	0	9245
ENSRNOT00000005674	0	9246
ENSRNOT00000047382	0	9247
ENSRNOT00000066383	0	9249
ENSRNOT00000066272	0	9252
ENSRNOT00000037518	0	9254
ENSRNOT00000044822	0	9255
ENSRNOT00000068768	0	9264
ENSRNOT00000021861	0	9265
ENSRNOT00000033457	0	9271
ENSRNOT00000047321	0	9272
ENSRNOT00000045773	0	9272
ENSRNOT00000059958	0	9273
ENSRNOT00000051285	0	9275
ENSRNOT00000051360	0	9278
ENSRNOT00000049098	0	9281
ENSRNOT00000048246	0	9284
ENSRNOT00000064950	0	9286
ENSRNOT00000005660	0	9287
ENSRNOT00000057029	0	9287
ENSRNOT00000064483	0	9287
ENSRNOT00000057027	0	9287
ENSRNOT00000057028	0	9287
ENSRNOT00000067400	0	9289
ENSRNOT00000066568	0	9292
ENSRNOT00000022346	0	9301
ENSRNOT00000022079	0	9301
ENSRNOT00000050576	0	9301
ENSRNOT00000040242	0	9301
ENSRNOT00000041729	0	9301
ENSRNOT00000038782	0	9307
ENSRNOT00000037897	0	9309
ENSRNOT00000005894	0	9314
ENSRNOT00000043462	0	9315
ENSRNOT00000005797	0	9316
ENSRNOT00000005968	0	9318
ENSRNOT00000068337	0	9318
ENSRNOT00000036221	0	9322
ENSRNOT00000063815	0	9324
ENSRNOT00000039847	0	9325
ENSRNOT00000068236	0	9329
ENSRNOT00000021813	0	9329
ENSRNOT00000021782	0	9329
ENSRNOT00000064949	0	9331
ENSRNOT00000021846	0	9337
ENSRNOT00000032566	0	9341
ENSRNOT00000042063	0	9341
ENSRNOT00000030164	0	9343
ENSRNOT00000047899	0	9344
ENSRNOT00000041245	0	9348
ENSRNOT00000044310	0	9349
ENSRNOT00000005905	0	9349
ENSRNOT00000005723	0	9349
ENSRNOT00000018529	0	9351
ENSRNOT00000005659	0	9353
ENSRNOT00000040681	0	9354
ENSRNOT00000021727	0	9359
ENSRNOT00000032340	0	9365
ENSRNOT00000029433	0	9366
ENSRNOT00000049790	0	9367
ENSRNOT00000046358	0	9368
ENSRNOT00000043203	0	9369
ENSRNOT00000051557	0	9376
ENSRNOT00000052046	0	9377
ENSRNOT00000005636	0	9381
ENSRNOT00000021719	0	9388
ENSRNOT00000051793	0	9392
ENSRNOT00000049508	0	9393
ENSRNOT00000042955	0	9394
ENSRNOT00000041722	0	9399
ENSRNOT00000046426	0	9403
ENSRNOT00000043017	0	9412
ENSRNOT00000005679	0	9424
ENSRNOT00000005622	0	9427
ENSRNOT00000005814	0	9428
ENSRNOT00000005666	0	9436
ENSRNOT00000005978	0	9439
ENSRNOT00000043079	0	9444
ENSRNOT00000050753	0	9444
ENSRNOT00000006474	0	9444
ENSRNOT00000039984	0	9444
ENSRNOT00000005584	0	9445
ENSRNOT00000037101	0	9449
ENSRNOT00000031922	0	9453
ENSRNOT00000037200	0	9455
ENSRNOT00000039915	0	9455
ENSRNOT00000012050	0	9459
ENSRNOT00000056159	0	9464
ENSRNOT00000037003	0	9466
ENSRNOT00000012092	0	9469
ENSRNOT00000015144	0	9476
ENSRNOT00000015154	0	9477
ENSRNOT00000037136	0	9480
ENSRNOT00000030687	0	9481
ENSRNOT00000012095	0	9491
ENSRNOT00000016104	0	9499
ENSRNOT00000015260	0	9500
ENSRNOT00000061713	0	9503
ENSRNOT00000051243	0	9510
ENSRNOT00000012140	0	9510
ENSRNOT00000012002	0	9511
ENSRNOT00000015163	0	9515
ENSRNOT00000036314	0	9520
ENSRNOT00000048341	0	9520
ENSRNOT00000068032	0	9520
ENSRNOT00000037397	0	9522
ENSRNOT00000012041	0	9526
ENSRNOT00000015707	0	9528
ENSRNOT00000034692	0	9538
ENSRNOT00000036280	0	9539
ENSRNOT00000045755	0	9542
ENSRNOT00000065537	0	9542
ENSRNOT00000037171	0	9543
ENSRNOT00000011974	0	9545
ENSRNOT00000015190	0	9556
ENSRNOT00000012212	0	9567
ENSRNOT00000015302	0	9571
ENSRNOT00000043713	0	9571
ENSRNOT00000015389	0	9571
ENSRNOT00000015311	0	9571
ENSRNOT00000032730	0	9571
ENSRNOT00000029680	0	9578
ENSRNOT00000036739	0	9579
ENSRNOT00000067574	0	9579
ENSRNOT00000067935	0	9579
ENSRNOT00000033964	0	9580
ENSRNOT00000012337	0	9584
ENSRNOT00000031964	0	9584
ENSRNOT00000042909	0	9584
ENSRNOT00000011962	0	9586
ENSRNOT00000015147	0	9588
ENSRNOT00000015451	0	9592
ENSRNOT00000015104	0	9606
ENSRNOT00000030150	0	9610
ENSRNOT00000011986	0	9610
ENSRNOT00000011900	0	9615
ENSRNOT00000016017	0	9621
ENSRNOT00000015979	0	9621
ENSRNOT00000040487	0	9621
ENSRNOT00000015109	0	9627
ENSRNOT00000064497	0	9634
ENSRNOT00000043945	0	9636
ENSRNOT00000064853	0	9637
ENSRNOT00000066688	0	9638
ENSRNOT00000068107	0	9640
ENSRNOT00000068294	0	9641
ENSRNOT00000050818	0	9645
ENSRNOT00000067853	0	9647
ENSRNOT00000067861	0	9651
ENSRNOT00000031789	0	9654
ENSRNOT00000068410	0	9657
ENSRNOT00000064833	0	9658
ENSRNOT00000066352	0	9658
ENSRNOT00000056576	0	9659
ENSRNOT00000066087	0	9660
ENSRNOT00000052182	0	9661
ENSRNOT00000067447	0	9661
ENSRNOT00000035074	0	9661
ENSRNOT00000064120	0	9662
ENSRNOT00000067276	0	9663
ENSRNOT00000065365	0	9664
ENSRNOT00000029193	0	9666
ENSRNOT00000030460	0	9668
ENSRNOT00000042861	0	9670
ENSRNOT00000045756	0	9674
ENSRNOT00000042173	0	9675
ENSRNOT00000067101	0	9676
ENSRNOT00000050115	0	9679
ENSRNOT00000067409	0	9682
ENSRNOT00000064228	0	9683
ENSRNOT00000058334	0	9684
ENSRNOT00000065137	0	9685
ENSRNOT00000050661	0	9686
ENSRNOT00000028954	0	9690
ENSRNOT00000042035	0	9691
ENSRNOT00000066030	0	9697
ENSRNOT00000067171	0	9697
ENSRNOT00000068678	0	9699
ENSRNOT00000067438	0	9703
ENSRNOT00000064086	0	9704
ENSRNOT00000067746	0	9705
ENSRNOT00000022351	0	9706
ENSRNOT00000056303	0	9706
ENSRNOT00000047288	0	9706
ENSRNOT00000042242	0	9714
ENSRNOT00000042317	0	9714
ENSRNOT00000044342	0	9716
ENSRNOT00000041044	0	9718
ENSRNOT00000044191	0	9720
ENSRNOT00000045383	0	9721
ENSRNOT00000068426	0	9723
ENSRNOT00000034045	0	9730
ENSRNOT00000050465	0	9731
ENSRNOT00000066624	0	9731
ENSRNOT00000067888	0	9735
ENSRNOT00000021767	0	9737
ENSRNOT00000021720	0	9738
ENSRNOT00000064783	0	9738
ENSRNOT00000039717	0	9740
ENSRNOT00000036915	0	9742
ENSRNOT00000052240	0	9746
ENSRNOT00000044042	0	9750
ENSRNOT00000041835	0	9754
ENSRNOT00000061924	0	9755
ENSRNOT00000064753	0	9756
ENSRNOT00000065862	0	9758
ENSRNOT00000065157	0	9761
ENSRNOT00000066600	0	9763
ENSRNOT00000065422	0	9765
ENSRNOT00000064523	0	9767
ENSRNOT00000012907	0	9771
ENSRNOT00000047487	0	9774
ENSRNOT00000005663	0	9775
ENSRNOT00000060036	0	9781
ENSRNOT00000067319	0	9788
ENSRNOT00000040529	0	9795
ENSRNOT00000039725	0	9802
ENSRNOT00000037194	0	9804
ENSRNOT00000037540	0	9808
ENSRNOT00000047892	0	9815
ENSRNOT00000005537	0	9821
ENSRNOT00000066752	0	9825
ENSRNOT00000022586	0	9826
ENSRNOT00000038935	0	9837
ENSRNOT00000045736	0	9840
ENSRNOT00000052052	0	9841
ENSRNOT00000005706	0	9842
ENSRNOT00000040912	0	9843
ENSRNOT00000005575	0	9844
ENSRNOT00000065661	0	9851
ENSRNOT00000004428	0	9852
ENSRNOT00000064745	0	9853
ENSRNOT00000021647	0	9855
ENSRNOT00000030097	0	9858
ENSRNOT00000022383	0	9859
ENSRNOT00000064593	0	9865
ENSRNOT00000021589	0	9867
ENSRNOT00000065129	0	9868
ENSRNOT00000038955	0	9868
ENSRNOT00000045607	0	9872
ENSRNOT00000048072	0	9875
ENSRNOT00000052361	0	9880
ENSRNOT00000043710	0	9882
ENSRNOT00000005596	0	9883
ENSRNOT00000068077	0	9883
ENSRNOT00000041030	0	9884
ENSRNOT00000005511	0	9886
ENSRNOT00000035427	0	9896
ENSRNOT00000048887	0	9901
ENSRNOT00000044098	0	9904
ENSRNOT00000046917	0	9906
ENSRNOT00000042582	0	9907
ENSRNOT00000047668	0	9918
ENSRNOT00000049517	0	9919
ENSRNOT00000005523	0	9920
ENSRNOT00000046239	0	9921
ENSRNOT00000005665	0	9924
ENSRNOT00000046698	0	9925
ENSRNOT00000059967	0	9931
ENSRNOT00000021580	0	9936
ENSRNOT00000021559	0	9939
ENSRNOT00000005559	0	9957
ENSRNOT00000065594	0	9960
ENSRNOT00000039796	0	9960
ENSRNOT00000005556	0	9961
ENSRNOT00000005458	0	9966
ENSRNOT00000033855	0	9973
ENSRNOT00000033794	0	9973
ENSRNOT00000013847	0	9975
ENSRNOT00000015349	0	9977
ENSRNOT00000039646	0	9978
ENSRNOT00000057697	0	9979
ENSRNOT00000035566	0	9995
ENSRNOT00000015046	0	9997
ENSRNOT00000044647	0	10004
ENSRNOT00000033752	0	10005
ENSRNOT00000059088	0	10008
ENSRNOT00000059086	0	10008
ENSRNOT00000015273	0	10008
ENSRNOT00000015636	0	10010
ENSRNOT00000015193	0	10010
ENSRNOT00000067454	0	10010
ENSRNOT00000015189	0	10013
ENSRNOT00000015026	0	10015
ENSRNOT00000014964	0	10017
ENSRNOT00000034801	0	10023
ENSRNOT00000040933	0	10026
ENSRNOT00000015111	0	10027
ENSRNOT00000015824	0	10030
ENSRNOT00000015316	0	10031
ENSRNOT00000051160	0	10034
ENSRNOT00000015010	0	10037
ENSRNOT00000057341	0	10041
ENSRNOT00000014928	0	10043
ENSRNOT00000066057	0	10048
ENSRNOT00000015337	0	10048
ENSRNOT00000034202	0	10048
ENSRNOT00000036579	0	10051
ENSRNOT00000014908	0	10060
ENSRNOT00000015200	0	10064
ENSRNOT00000015818	0	10066
ENSRNOT00000066408	0	10070
ENSRNOT00000067051	0	10070
ENSRNOT00000009041	0	10070
ENSRNOT00000064835	0	10075
ENSRNOT00000066667	0	10078
ENSRNOT00000064680	0	10078
ENSRNOT00000067267	0	10079
ENSRNOT00000065534	0	10080
ENSRNOT00000012861	0	10081
ENSRNOT00000040834	0	10082
ENSRNOT00000068374	0	10089
ENSRNOT00000067240	0	10091
ENSRNOT00000036717	0	10094
ENSRNOT00000029655	0	10096
ENSRNOT00000065038	0	10099
ENSRNOT00000060873	0	10100
ENSRNOT00000060013	0	10105
