isoform	tau	group
ENSRNOT00000013613	1.56E-05	9468
ENSRNOT00000057675	1.56E-05	15932
ENSRNOT00000061089	1.56E-05	21660
ENSRNOT00000001228	1.56E-05	16644
ENSRNOT00000058437	1.56E-05	14094
ENSRNOT00000004901	1.56E-05	22659
ENSRNOT00000002257	1.56E-05	2701
ENSRNOT00000027045	1.56E-05	10503
ENSRNOT00000001937	1.56E-05	3736
ENSRNOT00000012082	1.56E-05	20933
ENSRNOT00000050609	1.56E-05	15357
ENSRNOT00000003872	1.56E-05	11922
ENSRNOT00000056558	1.56E-05	4008
ENSRNOT00000014527	1.56E-05	24097
ENSRNOT00000020327	1.56E-05	14296
ENSRNOT00000013512	1.56E-05	878
ENSRNOT00000054974	1.56E-05	17960
ENSRNOT00000007853	1.56E-05	17444
ENSRNOT00000014082	1.56E-05	24083
ENSRNOT00000056923	1.56E-05	601
ENSRNOT00000038860	1.56E-05	23426
ENSRNOT00000011952	1.57E-05	20540
ENSRNOT00000050190	1.57E-05	5488
ENSRNOT00000010862	1.57E-05	23756
ENSRNOT00000027530	1.57E-05	4982
ENSRNOT00000029571	1.57E-05	5123
ENSRNOT00000027581	1.57E-05	4945
ENSRNOT00000040278	1.57E-05	11469
ENSRNOT00000011302	1.57E-05	22779
ENSRNOT00000023215	1.57E-05	19337
ENSRNOT00000021998	1.57E-05	8635
ENSRNOT00000039375	1.57E-05	46
ENSRNOT00000051953	1.57E-05	18278
ENSRNOT00000001982	1.57E-05	3675
ENSRNOT00000014391	1.57E-05	218
ENSRNOT00000068649	1.57E-05	9493
ENSRNOT00000027187	1.57E-05	6412
ENSRNOT00000067749	1.57E-05	3047
ENSRNOT00000002032	1.57E-05	3637
ENSRNOT00000004023	1.57E-05	11179
ENSRNOT00000013481	1.58E-05	5005
ENSRNOT00000021533	1.58E-05	21130
ENSRNOT00000066770	1.58E-05	8528
ENSRNOT00000013093	1.58E-05	5526
ENSRNOT00000010135	1.58E-05	12073
ENSRNOT00000002987	1.58E-05	15132
ENSRNOT00000022898	1.58E-05	6176
ENSRNOT00000005385	1.58E-05	10374
ENSRNOT00000047364	1.58E-05	16647
ENSRNOT00000058282	1.58E-05	14553
ENSRNOT00000041502	1.58E-05	3756
ENSRNOT00000009758	1.58E-05	13539
ENSRNOT00000036187	1.58E-05	15193
ENSRNOT00000039481	1.58E-05	21764
ENSRNOT00000009042	1.58E-05	2454
ENSRNOT00000044567	1.58E-05	5325
ENSRNOT00000001827	1.58E-05	4182
ENSRNOT00000015005	1.58E-05	10009
ENSRNOT00000003618	1.58E-05	12771
ENSRNOT00000015107	1.58E-05	9533
ENSRNOT00000000263	1.58E-05	20040
ENSRNOT00000048288	1.58E-05	20706
ENSRNOT00000015573	1.58E-05	10061
ENSRNOT00000056167	1.58E-05	2904
ENSRNOT00000009464	1.58E-05	717
ENSRNOT00000030402	1.59E-05	17223
ENSRNOT00000020558	1.59E-05	11417
ENSRNOT00000037147	1.59E-05	7723
ENSRNOT00000066848	1.59E-05	8554
ENSRNOT00000016263	1.59E-05	20629
ENSRNOT00000019853	1.59E-05	11913
ENSRNOT00000004006	1.59E-05	11339
ENSRNOT00000007333	1.59E-05	20281
ENSRNOT00000061995	1.59E-05	15982
ENSRNOT00000040371	1.59E-05	13466
ENSRNOT00000031208	1.59E-05	7380
ENSRNOT00000019767	1.59E-05	12398
ENSRNOT00000015967	1.59E-05	8512
ENSRNOT00000002672	1.59E-05	1375
ENSRNOT00000059924	1.59E-05	17732
ENSRNOT00000015790	1.59E-05	6960
ENSRNOT00000062017	1.59E-05	15973
ENSRNOT00000001709	1.59E-05	4673
ENSRNOT00000056229	1.59E-05	9031
ENSRNOT00000030645	1.59E-05	13280
ENSRNOT00000024246	1.59E-05	16756
ENSRNOT00000002905	1.59E-05	15247
ENSRNOT00000024841	1.59E-05	3281
ENSRNOT00000016389	1.59E-05	19980
ENSRNOT00000031692	1.59E-05	23629
ENSRNOT00000041677	1.60E-05	12551
ENSRNOT00000041863	1.60E-05	22828
ENSRNOT00000019919	1.60E-05	12854
ENSRNOT00000055203	1.60E-05	7095
ENSRNOT00000006979	1.60E-05	19398
ENSRNOT00000029845	1.60E-05	11106
ENSRNOT00000000345	1.60E-05	19569
ENSRNOT00000068289	1.60E-05	5221
ENSRNOT00000017947	1.60E-05	16574
ENSRNOT00000049880	1.60E-05	4332
ENSRNOT00000019769	1.60E-05	13209
ENSRNOT00000012826	1.60E-05	8480
ENSRNOT00000059900	1.60E-05	24654
ENSRNOT00000059898	1.60E-05	24655
ENSRNOT00000025808	1.60E-05	14816
ENSRNOT00000026599	1.60E-05	12065
ENSRNOT00000055429	1.60E-05	21127
ENSRNOT00000026653	1.60E-05	12106
ENSRNOT00000064286	1.60E-05	7992
ENSRNOT00000005226	1.60E-05	21438
ENSRNOT00000038222	1.60E-05	2559
ENSRNOT00000013393	1.60E-05	883
ENSRNOT00000006321	1.60E-05	6763
ENSRNOT00000037710	1.60E-05	23279
ENSRNOT00000032904	1.60E-05	4835
ENSRNOT00000056314	1.60E-05	2411
ENSRNOT00000002527	1.60E-05	1749
ENSRNOT00000021458	1.61E-05	21127
ENSRNOT00000032772	1.61E-05	9340
ENSRNOT00000003129	1.61E-05	11663
ENSRNOT00000044134	1.61E-05	16614
ENSRNOT00000018477	1.61E-05	1771
ENSRNOT00000020537	1.61E-05	11131
ENSRNOT00000025948	1.61E-05	14379
ENSRNOT00000068331	1.61E-05	17575
ENSRNOT00000061250	1.61E-05	10218
ENSRNOT00000008938	1.61E-05	2015
ENSRNOT00000064241	1.61E-05	16851
ENSRNOT00000005134	1.61E-05	21910
ENSRNOT00000016813	1.61E-05	20517
ENSRNOT00000046326	1.61E-05	21798
ENSRNOT00000017989	1.61E-05	5691
ENSRNOT00000056603	1.61E-05	3633
ENSRNOT00000022736	1.61E-05	7132
ENSRNOT00000001503	1.61E-05	5293
ENSRNOT00000066129	1.61E-05	21700
ENSRNOT00000025970	1.61E-05	14381
ENSRNOT00000024306	1.61E-05	16794
ENSRNOT00000000279	1.61E-05	20014
ENSRNOT00000068439	1.62E-05	8667
ENSRNOT00000049805	1.62E-05	18754
ENSRNOT00000030135	1.62E-05	20818
ENSRNOT00000027266	1.62E-05	6373
ENSRNOT00000008526	1.62E-05	2965
ENSRNOT00000001215	1.62E-05	16653
ENSRNOT00000016723	1.62E-05	20908
ENSRNOT00000020781	1.62E-05	23495
ENSRNOT00000018040	1.62E-05	3202
ENSRNOT00000009733	1.62E-05	2053
ENSRNOT00000019615	1.62E-05	12866
ENSRNOT00000012626	1.62E-05	6985
ENSRNOT00000001733	1.62E-05	4627
ENSRNOT00000024414	1.62E-05	16186
ENSRNOT00000022761	1.62E-05	6687
ENSRNOT00000021431	1.62E-05	21165
ENSRNOT00000000660	1.62E-05	18618
ENSRNOT00000016623	1.62E-05	8426
ENSRNOT00000046344	1.62E-05	10845
ENSRNOT00000022993	1.62E-05	19867
ENSRNOT00000065264	1.62E-05	22434
ENSRNOT00000060112	1.63E-05	8337
ENSRNOT00000022598	1.63E-05	6717
ENSRNOT00000044240	1.63E-05	16036
ENSRNOT00000008913	1.63E-05	3379
ENSRNOT00000041915	1.63E-05	10785
ENSRNOT00000015034	1.63E-05	22418
ENSRNOT00000013581	1.63E-05	5474
ENSRNOT00000008337	1.63E-05	16235
ENSRNOT00000064148	1.63E-05	10601
ENSRNOT00000022432	1.63E-05	7824
ENSRNOT00000021537	1.63E-05	10328
ENSRNOT00000056313	1.63E-05	4540
ENSRNOT00000055220	1.63E-05	2998
ENSRNOT00000044254	1.63E-05	18843
ENSRNOT00000018485	1.63E-05	1759
ENSRNOT00000019231	1.63E-05	14710
ENSRNOT00000014382	1.64E-05	23682
ENSRNOT00000017360	1.64E-05	18528
ENSRNOT00000026385	1.64E-05	13068
ENSRNOT00000006005	1.64E-05	7791
ENSRNOT00000007637	1.64E-05	16317
ENSRNOT00000020412	1.64E-05	24403
ENSRNOT00000026467	1.64E-05	12639
ENSRNOT00000049344	1.64E-05	1886
ENSRNOT00000032888	1.64E-05	8472
ENSRNOT00000009897	1.64E-05	12651
ENSRNOT00000021032	1.64E-05	22691
ENSRNOT00000066820	1.64E-05	24475
ENSRNOT00000032240	1.64E-05	10042
ENSRNOT00000010073	1.64E-05	12672
ENSRNOT00000057467	1.64E-05	7484
ENSRNOT00000049774	1.64E-05	18004
ENSRNOT00000066724	1.64E-05	12992
ENSRNOT00000015718	1.64E-05	7480
ENSRNOT00000056734	1.64E-05	3515
ENSRNOT00000035659	1.64E-05	13912
ENSRNOT00000011112	1.64E-05	24453
ENSRNOT00000025720	1.64E-05	901
ENSRNOT00000058581	1.64E-05	13658
ENSRNOT00000023995	1.64E-05	16187
ENSRNOT00000008686	1.64E-05	2046
ENSRNOT00000028055	1.64E-05	3321
ENSRNOT00000020543	1.64E-05	11092
ENSRNOT00000011490	1.64E-05	23636
ENSRNOT00000045400	1.65E-05	10297
ENSRNOT00000050321	1.65E-05	13924
ENSRNOT00000042647	1.65E-05	21243
ENSRNOT00000068098	1.65E-05	10374
ENSRNOT00000009634	1.65E-05	14876
ENSRNOT00000013281	1.65E-05	6604
ENSRNOT00000066368	1.65E-05	332
ENSRNOT00000060337	1.65E-05	23788
ENSRNOT00000027075	1.65E-05	10397
ENSRNOT00000049373	1.65E-05	14668
ENSRNOT00000044268	1.65E-05	1878
ENSRNOT00000051295	1.65E-05	13451
ENSRNOT00000027094	1.65E-05	6469
ENSRNOT00000005124	1.65E-05	21814
ENSRNOT00000012414	1.65E-05	21490
ENSRNOT00000039677	1.65E-05	2423
ENSRNOT00000014605	1.65E-05	22101
ENSRNOT00000007173	1.65E-05	18464
ENSRNOT00000026797	1.65E-05	12021
ENSRNOT00000060607	1.66E-05	19103
ENSRNOT00000067805	1.66E-05	24030
ENSRNOT00000016418	1.66E-05	20950
ENSRNOT00000015206	1.66E-05	7928
ENSRNOT00000013778	1.66E-05	5171
ENSRNOT00000010216	1.66E-05	12104
ENSRNOT00000024872	1.66E-05	3243
ENSRNOT00000017787	1.66E-05	4613
ENSRNOT00000016720	1.66E-05	19013
ENSRNOT00000014752	1.66E-05	23708
ENSRNOT00000047975	1.66E-05	5477
ENSRNOT00000035323	1.66E-05	23736
ENSRNOT00000051428	1.66E-05	579
ENSRNOT00000067195	1.66E-05	10972
ENSRNOT00000025164	1.66E-05	1913
ENSRNOT00000032825	1.66E-05	5636
ENSRNOT00000022854	1.66E-05	5800
ENSRNOT00000031044	1.66E-05	19950
ENSRNOT00000061894	1.66E-05	16016
ENSRNOT00000008987	1.66E-05	2032
ENSRNOT00000035386	1.66E-05	22034
ENSRNOT00000022900	1.66E-05	5910
ENSRNOT00000024736	1.66E-05	3860
ENSRNOT00000026605	1.66E-05	12090
ENSRNOT00000003976	1.67E-05	11306
ENSRNOT00000021797	1.67E-05	10178
ENSRNOT00000016162	1.67E-05	8018
ENSRNOT00000002904	1.67E-05	9108
ENSRNOT00000015059	1.67E-05	10018
ENSRNOT00000040533	1.67E-05	2870
ENSRNOT00000052412	1.67E-05	537
ENSRNOT00000055230	1.67E-05	16998
ENSRNOT00000060231	1.67E-05	23884
ENSRNOT00000000106	1.67E-05	20944
ENSRNOT00000032223	1.67E-05	10605
ENSRNOT00000034214	1.67E-05	6881
ENSRNOT00000020111	1.67E-05	11344
ENSRNOT00000043434	1.67E-05	22935
ENSRNOT00000055296	1.68E-05	16917
ENSRNOT00000051119	1.68E-05	18816
ENSRNOT00000052120	1.68E-05	14811
ENSRNOT00000034708	1.68E-05	5080
ENSRNOT00000005762	1.68E-05	9923
ENSRNOT00000004898	1.68E-05	22754
ENSRNOT00000064079	1.68E-05	8719
ENSRNOT00000065511	1.68E-05	4256
ENSRNOT00000015988	1.68E-05	8976
ENSRNOT00000010467	1.68E-05	14507
ENSRNOT00000009500	1.68E-05	2050
ENSRNOT00000064490	1.68E-05	24415
ENSRNOT00000004007	1.68E-05	11367
ENSRNOT00000063917	1.68E-05	10375
ENSRNOT00000060201	1.68E-05	1316
ENSRNOT00000015744	1.68E-05	8546
ENSRNOT00000017347	1.68E-05	16594
ENSRNOT00000066109	1.68E-05	14264
ENSRNOT00000023654	1.68E-05	18732
ENSRNOT00000027665	1.68E-05	4470
ENSRNOT00000039538	1.68E-05	14823
ENSRNOT00000042172	1.68E-05	4316
ENSRNOT00000020625	1.68E-05	24414
ENSRNOT00000011592	1.68E-05	22404
ENSRNOT00000021087	1.68E-05	23944
ENSRNOT00000015308	1.68E-05	9474
ENSRNOT00000056337	1.68E-05	4520
ENSRNOT00000047889	1.68E-05	18262
ENSRNOT00000014787	1.68E-05	10638
ENSRNOT00000028703	1.69E-05	15914
ENSRNOT00000027425	1.69E-05	5426
ENSRNOT00000004278	1.69E-05	24442
ENSRNOT00000025147	1.69E-05	2493
ENSRNOT00000005498	1.69E-05	10350
ENSRNOT00000055252	1.69E-05	10484
ENSRNOT00000020722	1.69E-05	23833
ENSRNOT00000014660	1.69E-05	22938
ENSRNOT00000006373	1.69E-05	6697
ENSRNOT00000015006	1.69E-05	10613
ENSRNOT00000042197	1.69E-05	12816
ENSRNOT00000011799	1.69E-05	21513
ENSRNOT00000027777	1.69E-05	4294
ENSRNOT00000056336	1.69E-05	10282
ENSRNOT00000024214	1.69E-05	16225
ENSRNOT00000023139	1.69E-05	5883
ENSRNOT00000018155	1.69E-05	3703
ENSRNOT00000019959	1.69E-05	5532
ENSRNOT00000000709	1.69E-05	18549
ENSRNOT00000066735	1.69E-05	5864
ENSRNOT00000007003	1.69E-05	19326
ENSRNOT00000005389	1.69E-05	21184
ENSRNOT00000022661	1.70E-05	6204
ENSRNOT00000026726	1.70E-05	12041
ENSRNOT00000031109	1.70E-05	6470
ENSRNOT00000013088	1.70E-05	6568
ENSRNOT00000055442	1.70E-05	16474
ENSRNOT00000064083	1.70E-05	14473
ENSRNOT00000041303	1.70E-05	3757
ENSRNOT00000012021	1.70E-05	22463
ENSRNOT00000064861	1.70E-05	9334
ENSRNOT00000068227	1.70E-05	8120
ENSRNOT00000038195	1.70E-05	18146
ENSRNOT00000027196	1.70E-05	6345
ENSRNOT00000058592	1.71E-05	13579
ENSRNOT00000026359	1.71E-05	24184
ENSRNOT00000012342	1.71E-05	8444
ENSRNOT00000001817	1.71E-05	4197
ENSRNOT00000067677	1.71E-05	2632
ENSRNOT00000010001	1.71E-05	13112
ENSRNOT00000065188	1.71E-05	13555
ENSRNOT00000058689	1.71E-05	21920
ENSRNOT00000026895	1.71E-05	10904
ENSRNOT00000025570	1.71E-05	1868
ENSRNOT00000022153	1.71E-05	9295
ENSRNOT00000013134	1.71E-05	6079
ENSRNOT00000057573	1.71E-05	20344
ENSRNOT00000054918	1.71E-05	18001
ENSRNOT00000022540	1.71E-05	8312
ENSRNOT00000065443	1.71E-05	2856
ENSRNOT00000067460	1.71E-05	8033
ENSRNOT00000067183	1.71E-05	9470
ENSRNOT00000055992	1.72E-05	24465
ENSRNOT00000014095	1.72E-05	24065
ENSRNOT00000010656	1.72E-05	24519
ENSRNOT00000037546	1.72E-05	10572
ENSRNOT00000018232	1.72E-05	3112
ENSRNOT00000021171	1.72E-05	23516
ENSRNOT00000037142	1.72E-05	13431
ENSRNOT00000022532	1.72E-05	6797
ENSRNOT00000029444	1.72E-05	14454
ENSRNOT00000056902	1.72E-05	3035
ENSRNOT00000023821	1.72E-05	18231
ENSRNOT00000016770	1.72E-05	18555
ENSRNOT00000061677	1.72E-05	7797
ENSRNOT00000005190	1.72E-05	21880
ENSRNOT00000016756	1.72E-05	18530
ENSRNOT00000014301	1.72E-05	23292
ENSRNOT00000015130	1.72E-05	9989
ENSRNOT00000057501	1.73E-05	14529
ENSRNOT00000046483	1.73E-05	19574
ENSRNOT00000049759	1.73E-05	23016
ENSRNOT00000054920	1.73E-05	17999
ENSRNOT00000003026	1.73E-05	14773
ENSRNOT00000026706	1.73E-05	11567
ENSRNOT00000000275	1.73E-05	20026
ENSRNOT00000039258	1.73E-05	13608
ENSRNOT00000063867	1.73E-05	2978
ENSRNOT00000009049	1.73E-05	994
ENSRNOT00000016324	1.73E-05	20050
ENSRNOT00000003096	1.73E-05	14701
ENSRNOT00000017862	1.73E-05	5239
ENSRNOT00000005187	1.73E-05	21444
ENSRNOT00000001499	1.73E-05	5295
ENSRNOT00000023032	1.73E-05	20164
ENSRNOT00000025232	1.73E-05	1870
ENSRNOT00000066743	1.73E-05	3479
ENSRNOT00000001044	1.73E-05	17563
ENSRNOT00000020387	1.73E-05	24413
ENSRNOT00000026413	1.73E-05	12601
ENSRNOT00000006137	1.73E-05	8826
ENSRNOT00000006480	1.73E-05	6346
ENSRNOT00000004772	1.73E-05	23125
ENSRNOT00000018440	1.73E-05	4571
ENSRNOT00000064982	1.74E-05	23404
ENSRNOT00000008758	1.74E-05	3306
ENSRNOT00000012625	1.74E-05	7493
ENSRNOT00000059318	1.74E-05	19927
ENSRNOT00000004202	1.74E-05	116
ENSRNOT00000025773	1.74E-05	14904
ENSRNOT00000026405	1.74E-05	12622
ENSRNOT00000040999	1.74E-05	12889
ENSRNOT00000021245	1.74E-05	21819
ENSRNOT00000027080	1.74E-05	10435
ENSRNOT00000066182	1.74E-05	4522
ENSRNOT00000015844	1.74E-05	6634
ENSRNOT00000046509	1.74E-05	18259
ENSRNOT00000044776	1.74E-05	4415
ENSRNOT00000026844	1.75E-05	11507
ENSRNOT00000030569	1.75E-05	12765
ENSRNOT00000027200	1.75E-05	6411
ENSRNOT00000034266	1.75E-05	6335
ENSRNOT00000063777	1.75E-05	1119
ENSRNOT00000028170	1.75E-05	2910
ENSRNOT00000058511	1.75E-05	3205
ENSRNOT00000018942	1.75E-05	4556
ENSRNOT00000054682	1.75E-05	18474
ENSRNOT00000055705	1.75E-05	5593
ENSRNOT00000011894	1.75E-05	22054
ENSRNOT00000012434	1.75E-05	8461
ENSRNOT00000022669	1.75E-05	6356
ENSRNOT00000037389	1.75E-05	5099
ENSRNOT00000060194	1.75E-05	19047
ENSRNOT00000024265	1.75E-05	15648
ENSRNOT00000005624	1.75E-05	9877
ENSRNOT00000023195	1.75E-05	19707
ENSRNOT00000001720	1.75E-05	4650
ENSRNOT00000022459	1.75E-05	7828
ENSRNOT00000028594	1.76E-05	16287
ENSRNOT00000021669	1.76E-05	9766
ENSRNOT00000011511	1.76E-05	21954
ENSRNOT00000018897	1.76E-05	1287
ENSRNOT00000046756	1.76E-05	10219
ENSRNOT00000056729	1.76E-05	3518
ENSRNOT00000065841	1.76E-05	7065
ENSRNOT00000065629	1.76E-05	18635
ENSRNOT00000023396	1.76E-05	19154
ENSRNOT00000013912	1.76E-05	792
ENSRNOT00000033795	1.76E-05	1837
ENSRNOT00000006357	1.76E-05	7278
ENSRNOT00000060499	1.76E-05	8321
ENSRNOT00000033627	1.76E-05	11711
ENSRNOT00000028590	1.76E-05	16293
ENSRNOT00000034657	1.76E-05	19441
ENSRNOT00000038088	1.76E-05	23372
ENSRNOT00000016291	1.76E-05	6507
ENSRNOT00000046679	1.76E-05	19161
ENSRNOT00000036556	1.76E-05	14037
ENSRNOT00000041378	1.76E-05	5868
ENSRNOT00000019351	1.76E-05	2137
ENSRNOT00000024573	1.76E-05	4387
ENSRNOT00000058117	1.76E-05	9458
ENSRNOT00000026336	1.76E-05	13120
ENSRNOT00000011155	1.76E-05	23319
ENSRNOT00000044956	1.77E-05	763
ENSRNOT00000003888	1.77E-05	11728
ENSRNOT00000029819	1.77E-05	12643
ENSRNOT00000009970	1.77E-05	12547
ENSRNOT00000026846	1.77E-05	10906
ENSRNOT00000049933	1.77E-05	17371
ENSRNOT00000039057	1.77E-05	4656
ENSRNOT00000009308	1.77E-05	658
ENSRNOT00000017670	1.77E-05	4713
ENSRNOT00000021512	1.77E-05	21883
ENSRNOT00000030827	1.77E-05	20841
ENSRNOT00000011846	1.77E-05	21967
ENSRNOT00000061687	1.77E-05	16637
ENSRNOT00000002727	1.77E-05	1281
ENSRNOT00000041838	1.77E-05	5914
ENSRNOT00000002760	1.77E-05	15671
ENSRNOT00000016233	1.77E-05	7978
ENSRNOT00000021133	1.78E-05	22736
ENSRNOT00000059272	1.78E-05	9033
ENSRNOT00000065025	1.78E-05	11348
ENSRNOT00000002486	1.78E-05	1783
ENSRNOT00000023554	1.78E-05	7715
ENSRNOT00000018101	1.78E-05	3188
ENSRNOT00000008459	1.78E-05	826
ENSRNOT00000006327	1.78E-05	7660
ENSRNOT00000021113	1.78E-05	22706
ENSRNOT00000035637	1.78E-05	2206
ENSRNOT00000038556	1.78E-05	5344
ENSRNOT00000026407	1.78E-05	12620
ENSRNOT00000024950	1.78E-05	2923
ENSRNOT00000003582	1.78E-05	12848
ENSRNOT00000002020	1.78E-05	3653
ENSRNOT00000036565	1.78E-05	23693
ENSRNOT00000027511	1.78E-05	5388
ENSRNOT00000031025	1.78E-05	22457
ENSRNOT00000021549	1.78E-05	22602
ENSRNOT00000007054	1.78E-05	19246
ENSRNOT00000019262	1.78E-05	14612
ENSRNOT00000012340	1.78E-05	9507
ENSRNOT00000017944	1.78E-05	5589
ENSRNOT00000064265	1.78E-05	20160
ENSRNOT00000022022	1.78E-05	8730
ENSRNOT00000018014	1.78E-05	3663
ENSRNOT00000022150	1.79E-05	8231
ENSRNOT00000068384	1.79E-05	3359
ENSRNOT00000009233	1.79E-05	989
ENSRNOT00000040482	1.79E-05	8136
ENSRNOT00000005908	1.79E-05	8216
ENSRNOT00000060190	1.79E-05	14996
ENSRNOT00000009120	1.79E-05	2380
ENSRNOT00000045545	1.79E-05	21401
ENSRNOT00000010621	1.79E-05	11547
ENSRNOT00000066613	1.79E-05	16794
ENSRNOT00000023457	1.79E-05	18298
ENSRNOT00000024602	1.79E-05	19892
ENSRNOT00000020454	1.79E-05	11131
ENSRNOT00000057286	1.79E-05	2113
ENSRNOT00000056837	1.79E-05	3077
ENSRNOT00000064869	1.79E-05	24492
ENSRNOT00000048544	1.79E-05	19170
ENSRNOT00000033554	1.79E-05	4529
ENSRNOT00000005084	1.79E-05	22225
ENSRNOT00000020437	1.79E-05	95
ENSRNOT00000012138	1.79E-05	1103
ENSRNOT00000028219	1.79E-05	2810
ENSRNOT00000001469	1.79E-05	5316
ENSRNOT00000015009	1.80E-05	10062
ENSRNOT00000016135	1.80E-05	20888
ENSRNOT00000058001	1.80E-05	3578
ENSRNOT00000019873	1.80E-05	11933
ENSRNOT00000045427	1.80E-05	125
ENSRNOT00000018523	1.80E-05	1684
ENSRNOT00000002752	1.80E-05	15675
ENSRNOT00000010789	1.80E-05	24137
ENSRNOT00000001410	1.80E-05	5682
ENSRNOT00000023989	1.80E-05	18440
ENSRNOT00000045625	1.80E-05	3653
ENSRNOT00000015786	1.80E-05	7893
ENSRNOT00000044662	1.80E-05	4880
ENSRNOT00000013621	1.80E-05	5069
ENSRNOT00000049468	1.80E-05	18224
ENSRNOT00000001277	1.80E-05	16568
ENSRNOT00000064699	1.80E-05	11520
ENSRNOT00000031914	1.80E-05	458
ENSRNOT00000059300	1.80E-05	11759
ENSRNOT00000030458	1.80E-05	16928
ENSRNOT00000018284	1.80E-05	2689
ENSRNOT00000029569	1.80E-05	13042
ENSRNOT00000026965	1.80E-05	10504
ENSRNOT00000064886	1.81E-05	16570
ENSRNOT00000027117	1.81E-05	10467
ENSRNOT00000035353	1.81E-05	23226
ENSRNOT00000012806	1.81E-05	6574
ENSRNOT00000020536	1.81E-05	11132
ENSRNOT00000009122	1.81E-05	3296
ENSRNOT00000016195	1.81E-05	20893
ENSRNOT00000029115	1.81E-05	18068
ENSRNOT00000020149	1.81E-05	13224
ENSRNOT00000035513	1.81E-05	18034
ENSRNOT00000067381	1.81E-05	14023
ENSRNOT00000043398	1.81E-05	8327
ENSRNOT00000006172	1.81E-05	7230
ENSRNOT00000003332	1.81E-05	13790
ENSRNOT00000000707	1.81E-05	18563
ENSRNOT00000023332	1.81E-05	20333
ENSRNOT00000005100	1.81E-05	21878
ENSRNOT00000031261	1.81E-05	1046
ENSRNOT00000046919	1.81E-05	16752
ENSRNOT00000007223	1.81E-05	19874
ENSRNOT00000064941	1.81E-05	17914
ENSRNOT00000018506	1.82E-05	2681
ENSRNOT00000061454	1.82E-05	20989
ENSRNOT00000024285	1.82E-05	4943
ENSRNOT00000034983	1.82E-05	22364
ENSRNOT00000047338	1.82E-05	3779
ENSRNOT00000064323	1.82E-05	5671
ENSRNOT00000021822	1.82E-05	9423
ENSRNOT00000014413	1.82E-05	22522
ENSRNOT00000034629	1.82E-05	12561
ENSRNOT00000014541	1.82E-05	22791
ENSRNOT00000028639	1.82E-05	16182
ENSRNOT00000004365	1.82E-05	24397
ENSRNOT00000044171	1.82E-05	5322
ENSRNOT00000033377	1.82E-05	1533
ENSRNOT00000064652	1.82E-05	16928
ENSRNOT00000068037	1.82E-05	20564
ENSRNOT00000026867	1.82E-05	11540
ENSRNOT00000009649	1.82E-05	14077
ENSRNOT00000022956	1.82E-05	20184
ENSRNOT00000012699	1.82E-05	6851
ENSRNOT00000004904	1.83E-05	17240
ENSRNOT00000036585	1.83E-05	19473
ENSRNOT00000002552	1.83E-05	1711
ENSRNOT00000028734	1.83E-05	15890
ENSRNOT00000009708	1.83E-05	1048
ENSRNOT00000044038	1.83E-05	14466
ENSRNOT00000058074	1.83E-05	3926
ENSRNOT00000018145	1.83E-05	4092
ENSRNOT00000006406	1.83E-05	6391
ENSRNOT00000016804	1.83E-05	18615
ENSRNOT00000068528	1.83E-05	16374
ENSRNOT00000001696	1.83E-05	4688
ENSRNOT00000017243	1.83E-05	6615
ENSRNOT00000005050	1.83E-05	22275
ENSRNOT00000009260	1.83E-05	17943
ENSRNOT00000046314	1.83E-05	3811
ENSRNOT00000024086	1.84E-05	17724
ENSRNOT00000039036	1.84E-05	2904
ENSRNOT00000041993	1.84E-05	8685
ENSRNOT00000037133	1.84E-05	17085
ENSRNOT00000046980	1.84E-05	15942
ENSRNOT00000020721	1.84E-05	23870
ENSRNOT00000001103	1.84E-05	17146
ENSRNOT00000012253	1.84E-05	8971
ENSRNOT00000010947	1.84E-05	12165
ENSRNOT00000007154	1.84E-05	18828
ENSRNOT00000005921	1.84E-05	8327
ENSRNOT00000006210	1.84E-05	6817
ENSRNOT00000001970	1.84E-05	3696
ENSRNOT00000030996	1.84E-05	5075
ENSRNOT00000066162	1.85E-05	10461
ENSRNOT00000065650	1.85E-05	10966
ENSRNOT00000013490	1.85E-05	840
ENSRNOT00000055668	1.85E-05	595
ENSRNOT00000012750	1.85E-05	8404
ENSRNOT00000015041	1.85E-05	10521
ENSRNOT00000033844	1.85E-05	15286
ENSRNOT00000025506	1.85E-05	1469
ENSRNOT00000055261	1.85E-05	12514
ENSRNOT00000034213	1.85E-05	70
ENSRNOT00000043218	1.85E-05	20200
ENSRNOT00000037107	1.85E-05	5176
ENSRNOT00000050775	1.85E-05	17368
ENSRNOT00000019184	1.85E-05	15550
ENSRNOT00000065127	1.85E-05	18584
ENSRNOT00000067325	1.85E-05	21561
ENSRNOT00000014002	1.85E-05	24160
ENSRNOT00000014699	1.85E-05	11095
ENSRNOT00000036110	1.85E-05	15296
ENSRNOT00000027220	1.85E-05	6327
ENSRNOT00000014139	1.85E-05	23653
ENSRNOT00000028405	1.86E-05	2007
ENSRNOT00000025495	1.86E-05	1426
ENSRNOT00000021278	1.86E-05	21583
ENSRNOT00000046311	1.86E-05	5801
ENSRNOT00000057065	1.86E-05	8327
ENSRNOT00000016237	1.86E-05	7412
ENSRNOT00000016882	1.86E-05	19981
ENSRNOT00000023962	1.86E-05	16700
ENSRNOT00000015635	1.86E-05	5886
ENSRNOT00000021000	1.86E-05	22624
ENSRNOT00000016387	1.86E-05	8995
ENSRNOT00000028482	1.86E-05	12925
