 ,FeatureID,112,115,120,119,124,123,126,125,122,121,118,128,129,127,117,134,133,138,137,136,141,146,147,145,149,148,144,143,142,140,139,135,132,157,156,155,154,153,162,161,167,166,165,164,169,168,163,160,159,158,152,171,178,177,182,181,183,180,179,176,189,188,187,186,185,191,196,195,197,194,193,192,190,184,175,174,201,202,200,203,199,198,173,172,170,151,206,210,209,211,208,207,205,214,215,213,212,204,150,131,217,218,216,130,116,114,111,113,ROOT,Baq35567,BsaATCC15712,BspEniD312,Cco1330,Cdu1210,CkoBAA895,Cma681,CroICC168,Ctuz3032,Cun9529,Cyo29220,Ddi453,Dic586,Dpa2511,DzeEch1591,Ea273,EaeKCTC,EalTW07627,Ebi661,Eca35316,ECH3937,Ecl13047,Efe35469,Ehe105704,Eho49162,Eic33202,EmoLMG25706,Ent638,EpyDSM12163,EraDSM16656,ErwEjp617,EsaBAA894,Eta15947,EtasEt199,EtoPG735,GBAG,GCDA,GCFR,GEAM,GECO,GHAL,GKAS,GLAD,GLGR,GRPL,GSMA,GTGU,GTPT,GYRE,KoxE718,Kpn13884,KvaAt22,MmoSC01,Mwi35017,Opr12841,Pae1,Pag299R,Pal9886,PanAJ13355,PantoeaA4,PantoeaAB,PantoeaAt9b,PantoeaB40,PantoeaGM01,PantoeaSc1,PantoeaSL1M5,PantoeaYR343,PasATCC43949,PbuBAA1590,PcaPC1,PcaPCC21,PectoSCC3193,PluTTO1,Pmi29906,Ppe35198,PreDmel1,Pru33673,PsnBAA1589,Pst25827,PstDC3000,Pstewartii,PvaC91,Pwa43316,RahnellaY9602,Raq33071,Sbl29907,Sbong,SCRI1043,SenLT2,Sod33077,SplA30,Spr568,Trab01,VchN16961,VFI114,WPP1692,Xebo,XneATCC19061,Yal35236,Ybe,YenY11,Yfr,Yin,Ykr33638,Yma53443,Ymo,YPCO92,Ypt31758,Yro43380,Yru29473
"581","ATM-0000582",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"582","ATM-0000583",0.943134,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.144426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"583","ATM-0000584",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.974819,0.071621,0.00023,7e-06,2e-06,0.121379,0.000647,0.000177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"584","ATM-0000585",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.152509,0.008844,7.1e-05,0.000506,5.2e-05,0.000549,0.000898,0.000419,0.000109,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,0.100801,0.004351,0.000626,0.003906,0.000474,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,2e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.183075,0.005605,0.00082,0.041091,0.000676,0.000244,0,4.6e-05,0.188544,0.000422,0.000724,0.000224,3.8e-05,0.002289,1.9e-05,6.3e-05,2e-06,0.000101,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,2.2e-05,0,0.000455,0.000837,0.000791,2e-05,2.1e-05,5e-06,0.001607,0.000161,0.000313,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"585","ATM-0000586",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,0.007528,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,4e-05,1.6e-05,0,1.6e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,4e-06,0,0.000455,0.000837,0.000791,7e-06,6e-06,2e-06,0.001607,6.8e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"586","ATM-0000587",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"587","ATM-0000588",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"588","ATM-0000589",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.121667,0.004745,0.000161,8.2e-05,0.000343,0.030308,0.001178,0.000142,0.004101,0.001842,1.1e-05,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,6.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,1.2e-05,0,0.000455,0.000837,0.000791,1.1e-05,8e-06,2e-06,0.001607,7.6e-05,0.000178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"589","ATM-0000590",0.943134,0.963646,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,0.004269,0.001607,0.000127,0.145071,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"590","ATM-0000591",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,6e-06,2e-06,0.001607,6.7e-05,0.000165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"591","ATM-0000592",0.002213,0.001249,0.975777,0.958518,0.958143,0.976762,0.987319,0.981066,0.996341,0.984902,0.992147,0.000549,0.000898,0.000419,0.43938,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,0.006268,8e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.6e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,4e-06,0,0.000455,0.000837,0.000791,7e-06,0.00112,1.1e-05,0.001607,7.3e-05,0.000172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"592","ATM-0000593",0.002213,0.963646,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,0.006268,8e-06,0.00194,0.000511,0.000841,0.981103,0.352878,0.971579,0.869452,0.194642,0.008443,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,2e-06,6e-05,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,1.3e-05,0.006877,3e-05,0.000121,0.001504,0.000285,0.000389,0.000304,3e-05,0.003769,0.000893,0.000416,0.000477,6e-06,0.000303,9.7e-05,3.8e-05,0,0.000455,0.000837,0.000791,4.5e-05,2.5e-05,0.004515,0.001607,0.000567,0.000825,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"593","ATM-0000594",0.002213,0.001249,0.975777,0.958518,0.958143,0.976762,0.987319,0.981066,0.996341,0.984902,0.992147,0.982281,0.972521,0.970181,0.986389,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,0.048605,0.000409,0.121379,0.000714,0.000184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"594","ATM-0000595",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.972521,0.294204,0.002022,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.000153,0.000254,2.6e-05,2.9e-05,0.000343,0.000369,8.4e-05,1.5e-05,1.6e-05,5.6e-05,1e-06,0.00194,0.000511,0.000841,0.000597,0.000308,0.000934,8e-06,0.000392,4.2e-05,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,8e-06,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,2e-06,7e-06,0,1.1e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,3e-06,0,0.000455,0.000837,0.000791,6e-06,7e-06,2e-06,0.001607,6.8e-05,0.000166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"595","ATM-0000596",0.002213,0.001249,0.00078,0.000932,0.001472,0.000257,0.000379,0.000431,9e-06,0.000142,1.5e-05,0.000549,0.000898,0.000419,3.8e-05,0.000348,0.000879,0.000597,0.000148,0.000379,0.000478,0.000656,0.000685,1e-05,0.000204,0.00016,1.4e-05,1.5e-05,3.1e-05,4.2e-05,2.3e-05,8.2e-05,8e-06,8.7e-05,0.000356,0.000193,0.001154,0.000122,0.000217,0.000624,0.121667,0.004745,0.000161,8.2e-05,0.000343,0.000369,0.000284,5.3e-05,5.5e-05,0.000183,2e-06,0.00194,0.000511,0.122478,0.000597,0.000308,0.000934,8e-06,0.000392,0.001152,0.000871,6.5e-05,0.000118,8.9e-05,2.6e-05,0.000527,0.001174,0.000199,0.000679,2e-04,0.00013,8.5e-05,2e-06,3.5e-05,0,2.1e-05,0.000535,0.000422,7e-06,0.000224,1.1e-05,0.000664,5e-06,1.5e-05,0,3e-05,0.001504,0.000285,0.000389,0.000304,3e-05,3e-06,0.00022,0.000416,0.000477,6e-06,0.000303,2.9e-05,6e-06,0,0.000455,0.359132,0.019262,1.9e-05,8e-06,2e-06,0.955093,0.059865,0.001166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
